ID,Frase_PT,Frase_IT,Score
263,"263. Os garotos escutam música rock, conversam e riem juntos.","263. I ragazzi ascoltano musica rock, parlano e ridono insieme.  ",0
264,"264. Na cozinha há cheiro de pão fresco, café e biscoitos.","264. In cucina c’è odore di pane fresco, caffè e biscotti.  ",0
265,"265. A mãe lava os pratos, limpa a mesa e prepara o almoço.","265. La mamma lava i piatti, pulisce il tavolo e prepara il pranzo.  ",-1
266,266. O gato sobe na árvore e olha os pássaros.,266. Il gatto si arrampica sull’albero e guarda gli uccelli.  ,0
267,"267. Os alunos entram na sala, abrem os livros e começam a aula.","267. Gli studenti entrano in aula, aprono i libri e iniziano la lezione.  ",1
268,"268. Na primavera florescem as flores, as árvores se colorem e o ar é perfumado.","268. In primavera sbocciano i fiori, gli alberi si colorano e l’aria è profumata.  ",0
269,"269. O garçom traz duas pizzas, uma salada e água mineral.","269. Il cameriere porta due pizze, un’insalata e dell’acqua minerale.  ",0
270,"270. Visitamos(passado) um castelo antigo, caminhamos entre as ruínas e fotografamos a paisagem.","270. Abbiamo visitato un castello antico, camminato tra le rovine e fotografato il paesaggio.  ",0
271,"271. Os pais leem o jornal, tomam chá e conversam com tranquilidade.","271. I genitori leggono il giornale, bevono tè e chiacchierano con tranquillità.  ",0
272,"272. O trem chega pontualmente, as portas se abrem e os passageiros descem.","272. Il treno arriva puntuale, le porte si aprono e i passeggeri scendono.  ",0
273,"273. Comprei frutas frescas, legumes orgânicos e pão integral.","273. Ho comprato frutta fresca, verdura biologica e pane integrale.  ",0
274,274. O menino assiste a um desenho animado barulhento e ri alto.,274. Il bambino guarda un cartone animato rumoroso e ride a voce alta.  ,0
275,"275. A garota ouve música, lê um romance e escreve no diário.","275. La ragazza ascolta la musica, legge un romanzo e scrive nel diario.  ",0
276,"276. O céu está nublado, venta e parece que vai nevar.","276. Il cielo è nuvoloso, tira vento e sembra che stia per nevicare.  ",0
277,"277. As crianças jogam bola, correm e gritam com entusiasmo.","277. I bambini giocano a pallone, corrono e gridano con entusiasmo.  ",0
278,"278. Estou com fome, mas tenho apenas uma maçã e um pouco de pão.","278. Ho fame, ma ho solo una mela e un po’ di pane.  ",0
279,"279. Fizemos exercícios de gramática, conjugamos verbos e lemos um texto.","279. Abbiamo fatto esercizi di grammatica, coniugato verbi e letto un testo.  ",-1
280,"280. A professora ensina história, mostra mapas e conta eventos importantes.","280. La maestra insegna storia, mostra mappe e racconta eventi importanti.  ",0
281,"281. A casa está limpa, arrumada e cheira a lavanda.","281. La casa è pulita, ordinata e profuma di lavanda.  ",0
282,"282. Os garotos preparam a mala para a viagem: roupas, livros e uma câmera.","282. I ragazzi preparano la valigia per il viaggio: vestiti, libri e una fotocamera.  ",0
283,283. No cinema há silêncio enquanto o filme começa.,283. Nel cinema c’è silenzio mentre comincia il film.  ,0
284,284. O avô passeia lentamente no jardim e cumprimenta os vizinhos.,284. Il nonno passeggia lentamente nel giardino e saluta i vicini.  ,1
285,"285. (passado)Pegamos o ônibus, atravessamos o centro e visitamos um mercado.","285. Abbiamo preso l’autobus, attraversato il centro e visitato un mercato.  ",0
286,"286. O rapaz usa sapatos novos, jeans e uma camiseta esportiva.","286. Il ragazzo indossa scarpe nuove, jeans e una maglietta sportiva.  ",0
287,"287. Hoje estudamos italiano, revisamos o vocabulário e fazemos exercícios.","287. Oggi studiamo italiano, ripassiamo il vocabolario e facciamo esercizi.  ",0
288,"288. Sobre a mesa há frutas, queijo e uma garrafa de vinho.","288. Sul tavolo ci sono frutta, formaggio e una bottiglia di vino.  ",0
289,289. A professora confere a lista de alunos e distribui as (foto)cópias.,289. La professoressa controlla la lista degli studenti e distribuisce le fotocopie.,0
290,290. A menina chora porque perdeu seu brinquedo favorito.,290. La bambina piange perché ha perso il suo giocattolo preferito.  ,0
291,"291. O supermercado está aberto e vende frutas, verduras e pão fresco.","291. Il supermercato è aperto e vende frutta, verdura e pane fresco.  ",0
292,292. O trem está atrasado por causa da chuva.,292. Il treno è in ritardo a causa della pioggia.  ,0
293,293. Os garotos jogam cartas na mesa da cozinha.,293. I ragazzi giocano a carte sul tavolo della cucina.  ,1
294,"294. No parque há balanços, escorregadores e areia para as crianças.","294. Nel parco ci sono altalene, scivoli e sabbia per i bambini.  ",0
295,295. Marta escreve um poema em seu diário pessoal.,295. Marta scrive una poesia nel suo diario personale.  ,0
296,296. O professor lê um livro interessante e toma notas.,296. Il professore legge un libro interessante e prende appunti.  ,0
297,297. A casa no campo tem um jardim florido e uma varanda espaçosa.,297. La casa in campagna ha un giardino fiorito e un portico spazioso.  ,0
298,298. O cachorro late quando vê o carteiro chegar.,298. Il cane abbaia quando vede il postino arrivare.  ,0
299,299. (Passado)Tomamos café no bar e conversamos sobre o fim de semana.,299. Abbiamo preso il caffè al bar e parlato del fine settimana.  ,0
300,"300. À tarde, passamos tempo com a família em frente à televisão.",300. Il pomeriggio trascorriamo tempo con la famiglia davanti alla televisione.  ,0
301,301. A criança sorri quando vê a mãe entrar com os biscoitos.,301. Il bambino sorride quando vede la mamma entrare con i biscotti.  ,0
302,302. A moça recebe uma carta especial do seu amigo na França.,302. La ragazza riceve una lettera speciale dal suo amico in Francia.  ,-1
303,"303. No mercado encontram-se queijos locais, mel e verduras frescas.","303. Al mercato si trovano formaggi locali, miele e verdure fresche.  ",1
304,304. Os turistas visitam a catedral e fotografam a arquitetura histórica.,304. I turisti visitano la cattedrale e fotografano l’architettura storica.  ,0
305,305. Depois do jantar assistimos a um filme divertido e tomamos sorvete.,305. Dopo cena guardiamo un film divertente e mangiamo il gelato.  ,0
306,306. O pai joga futebol com os filhos no jardim.,306. Il papà gioca a calcio con i figli nel giardino.  ,1
307,307. A fonte da praça é cercada por flores coloridas.,307. La fontana della piazza è circondata da fiori colorati.  ,0
308,308. O gato salta sobre a mesa e observa curiosamente os pratos.,308. Il gatto salta sul tavolo e osserva curiosamente i piatti.  ,1
309,309. A menina lê um conto de fadas antes de ir dormir.,309. La bambina legge una fiaba prima di andare a dormire.  ,0
310,310. A sala de jantar é iluminada por uma luminária elegante.,310. La sala da pranzo è illuminata da una lampada elegante.  ,0
311,311. As crianças fazem um bolo com a mãe e decoram com açúcar.,311. I bambini fanno una torta con la mamma e decorano con zucchero.  ,0
312,312. O céu está cinza e cai uma chuva fina.,312. Il cielo è grigio e cade una pioggia sottile.  ,0
313,313. Caminhamos por horas ao longo do lago tranquilo.,313. Abbiamo camminato per ore lungo il lago tranquillo.  ,1
314,314. Marta e Luca se encontram no bar para um cappuccino.,314. Marta e Luca si incontrano al bar per un cappuccino.  ,-1
315,315. As janelas estão abertas e se ouve o canto dos pássaros.,315. Le finestre sono aperte e si sente il canto degli uccelli.  ,0
316,316. O avô conta uma história emocionante da sua juventude.,316. Il nonno racconta una storia emozionante della sua giovinezza.  ,0
317,317. A criança se veste de pirata para a festa.,317. Il bambino si veste da pirata per la festa.  ,1
318,"318. O almoço é composto de macarrão com molho, salada e frutas.","318. Il pranzo è composto da pasta al sugo, insalata e frutta.  ",0
319,319. Os rapazes estudam juntos na biblioteca depois da escola.,319. I ragazzi studiano insieme in biblioteca dopo scuola.  ,0
320,320. Na sala de estar há uma poltrona vermelha e um tapete cinza.,320. Nel soggiorno ci sono una poltrona rossa e un tappeto grigio.  ,0
321,321. O trem parte da plataforma três com destino a Nápoles.,321. Il treno parte dal binario tre con destinazione Napoli.  ,0
322,322. A mãe compra um maço de flores no mercado.,322. La mamma compra un mazzo di fiori al mercato.  ,0
323,"323. As crianças tomam café da manhã com cereais, leite e bananas.","323. I bambini fanno colazione con cereali, latte e banane.  ",-1
324,324. A fonte central é um espetáculo de luzes e sons.,324. La fontana centrale è uno spettacolo di luci e suoni.  ,0
325,325. O pai lê o jornal e toma café.,325. Il papà legge il giornale e beve il caffè.  ,0
326,326. A mãe cozinha o jantar enquanto as crianças põem a mesa.,326. La mamma cucina la cena mentre i bambini apparecchiano la tavola.  ,0
327,327. O gato se esconde debaixo da cama quando ouve barulhos fortes.,327. Il gatto si nasconde sotto il letto quando sente rumori forti.  ,0
328,328. O professor escreve no quadro e os alunos copiam no caderno.,328. Il professore scrive alla lavagna e gli studenti copiano sul quaderno.  ,0
329,329. A moça se maquia para sair com as amigas.,329. La ragazza si trucca per uscire con le amiche.  ,1
330,330. A criança colore um desenho com canetinhas.,330. Il bambino colora un disegno con i pennarelli.  ,0
331,331. O romancista observa o pôr do sol pela janela e escreve com paixão.,331. Il romanziere osserva il tramonto dalla finestra e scrive con passione.,-1
332,"332. (passado)Limpamos a cozinha, lavamos a louça e arrumamos a mesa (tirar as coisas da mesa).","332. Abbiamo pulito la cucina, lavato i piatti e messo in ordine la tavola.  ",0
333,"333. No gramado há margaridas, violetas e um coelhinho.","333. Sul prato ci sono margherite, viole e un piccolo coniglio.  ",0
334,334. No domingo iremos ao museu e visitaremos a exposição de arte moderna.,334. Domenica andremo al museo e visiteremo la mostra di arte moderna.  ,0
335,335. Eu visto a camiseta azul e calças confortáveis para ir ao parque.,335. Indosso la maglietta blu e i pantaloni comodi per andare al parco.  ,0
336,"336. Os pais são atenciosos(!), acompanham os filhos à escola e os ajudam com as tarefas.","336. I genitori sono premurosi, accompagnano i figli a scuola e li aiutano con i compiti.  ",-2
337,"337. No outono as folhas caem, o vento sopra e o céu se encobre.","337. In autunno le foglie cadono, il vento soffia e il cielo si copre.  ",0
338,"338. Comprei uma caixa de biscoitos, um suco de laranja e leite.","338. Ho comprato una scatola di biscotti, un succo d’arancia e del latte.  ",1
339,339. Os avós contam histórias antigas em frente à lareira acesa.,339. I nonni raccontano storie antiche davanti al camino acceso.  ,0
340,"340. No banheiro há um espelho, uma toalha e sabonete líquido.","340. Nel bagno ci sono uno specchio, un asciugamano e il sapone liquido.  ",0
341,"341. Durante o passeio vimos um castelo, um rio e uma cachoeira.","341. Durante la gita abbiamo visto un castello, un fiume e una cascata.  ",1
342,342. A menina canta uma canção doce enquanto desenha.,342. La bambina canta una canzone dolce mentre disegna.  ,0
343,"343. O jardim está cheio de flores, árvores e borboletas.","343. Il giardino è pieno di fiori, alberi e farfalle.  ",1
344,"344. Os turistas tiram fotos da fonte, dos palácios e das estátuas.","344. I turisti scattano foto alla fontana, ai palazzi e alle statue.  ",0
345,"345. O professor corrige as tarefas, explica a lição e distribui as canetas.","345. L’insegnante corregge i compiti, spiega la lezione e distribuisce le penne.  ",0
346,"346. O ar está fresco, o céu está limpo e os pássaros cantam.","346. L’aria è fresca, il cielo è limpido e gli uccelli cantano.  ",0
347,"347. (Passado)Comemos macarrão ao pesto, legumes grelhados e uma fatia de bolo.","347. Abbiamo mangiato pasta al pesto, verdure grigliate e una fetta di torta.  ",0
348,"348. O café está quente, perfumado e servido com biscoitos.","348. Il caffè è caldo, profumato e servito con biscotti.  ",0
349,"349. A moça está calma, lê um livro e sorri na janela.","349. La ragazza è calma, legge un libro e sorride alla finestra.  ",0
350,"350. O temporal chega: trovões, relâmpagos e chuva forte.","350. Il temporale arriva: tuoni, lampi e pioggia forte.  ",0
351,"351. As crianças pintam com aquarela, cores vivas e muito entusiasmo.","351. I bambini dipingono con acquerelli, colori vivaci e grande entusiasmo.  ",1
352,"352. A cidade está viva: música nos bares, gente nas ruas e luzes coloridas.","352. La città è viva: musica nei bar, gente per le strade e luci colorate.  ",0
353,353. No sábado farei uma caminhada na montanha com os amigos.,353. Sabato farò una passeggiata in montagna con gli amici.  ,0
354,354. A pizza é assada no forno a lenha e é muito saborosa.,354. La pizza è cotta nel forno a legna ed è molto gustosa.  ,0
355,"355. O suéter vermelho é quente, macio e perfeito para o inverno.","355. Il maglione rosso è caldo, morbido e perfetto per l’inverno.  ",1
356,"356. Na escola estudamos ciências, matemática e gramática italiana.","356. A scuola studiamo scienze, matematica e grammatica italiana.  ",1
357,"357. No jardim há uma fonte, bancos e árvores altas.","357. Nel giardino ci sono una fontana, panchine e alberi alti.  ",0
358,"358. A mãe prepara o almoço com amor: risoto, carne e verduras.","358. La mamma prepara il pranzo con amore: risotto, carne e verdure.  ",0
359,359. O trem rápido liga Milão a Roma em poucas horas.,359. Il treno veloce collega Milano a Roma in poche ore.  ,1
360,"360. No supermercado encontrei mel, azeite de oliva e macarrão integral.","360. Al supermercato ho trovato miele, olio d’oliva e pasta integrale.  ",1
361,361. O despertador toca cedo e eu me levanto para tomar café da manhã.,361. La sveglia suona presto e mi alzo per fare colazione.  ,1
362,"362. O hotel tem quartos espaçosos, equipe gentil e uma vista maravilhosa.","362. L’albergo ha camere spaziose, personale gentile e una vista meravigliosa.  ",-1
363,"363. A janela dá para o mar, se vê o horizonte e os barcos distantes.","363. La finestra dà sul mare, si vede l’orizzonte e le barche lontane.  ",1
364,364. A criança constrói uma torre com os blocos coloridos.,364. Il bambino costruisce una torre con i blocchi colorati.  ,0
365,365. (Passado)Assistimos a um espetáculo teatral emocionante.,365. Abbiamo assistito a uno spettacolo teatrale emozionante.  ,0
366,"366. As ruas estão molhadas, as pessoas carregam guarda-chuva e caminham lentamente.","366. Le strade sono bagnate, le persone portano l’ombrello e camminano lentamente.  ",0
367,"367. O dia é longo, cheio de compromissos e atividades escolares.","367. Il giorno è lungo, pieno di impegni e attività scolastiche.  ",0
368,368. A tia cozinha raviólis caseiros com molho de tomate.,368. La zia cucina ravioli fatti in casa con salsa di pomodoro.  ,0
369,"369. O livro fala de aventuras, viagens e personagens fantásticos.","369. Il libro parla di avventure, viaggi e personaggi fantastici.  ",-1
370,"370. Na geladeira faltam ovos, leite e manteiga.","370. Nel frigorifero mancano le uova, il latte e il burro.  ",0
371,371. Assistimos a um filme romântico com uma bela trilha sonora.,371. Abbiamo guardato un film romantico con una bella colonna sonora.  ,0
372,"372. A papelaria vende canetas, cadernos e tintas guache.","372. La cartoleria vende penne, quaderni e colori a tempera.  ",0
373,"373. O parque é silencioso, tranquilo e perfeito para relaxar.","373. Il parco è silenzioso, tranquillo e perfetto per rilassarsi.  ",1
374,374. Escrevi uma carta à mão e a enviei pelo correio.,374. Ho scritto una lettera a mano e l’ho spedita per posta.  ,0
375,"375. As crianças riem, pulam e brincam sob o sol.","375. I bambini ridono, saltano e giocano sotto il sole.  ",1
376,376. No shopping há lojas de roupas e cafeterias.,376. Nel centro commerciale ci sono negozi di abbigliamento e caffetterie.  ,0
377,377. O professor faz perguntas e os alunos respondem com interesse.,377. Il professore fa domande e gli studenti rispondono con interesse.  ,0
378,"378. O almoço está pronto: macarrão, salada e uma fatia de bolo.","378. Il pranzo è pronto: pasta, insalata e una fetta di torta.  ",0
379,"379. O céu escurece, as nuvens cobrem o sol e começa a chover.","379. Il cielo si scurisce, le nuvole coprono il sole e comincia a piovere.  ",1
380,380. No sofá há almofadas vermelhas e uma manta macia.,380. Sul divano ci sono cuscini rossi e una coperta morbida.  ,0
381,381. A moça escreve no diário os pensamentos do dia.,381. La ragazza scrive nel diario i pensieri del giorno.  ,0
382,382. Fizemos uma caminhada na praia ao pôr do sol.,382. Abbiamo fatto una passeggiata sulla spiaggia al tramonto.  ,0
383,"383. O aniversário foi comemorado com doces, brincadeiras e música.","383. Il compleanno è stato festeggiato con dolci, giochi e musica.  ",0
384,384. O caminhão passa rápido em frente à escola.,384. Il camion passa veloce davanti alla scuola.  ,0
385,385. A criança assiste ao desenho animado e come pipoca.,385. Il bambino guarda il cartone animato e mangia pop-corn.  ,0
386,"386. No gramado há joaninhas, borboletas e abelhas trabalhadoras.","386. Nel prato ci sono coccinelle, farfalle e api laboriose.  ",0
387,387. O tempo muda frequentemente na primavera.,387. Il tempo cambia spesso in primavera.  ,0
388,"388. Compramos frutas, verduras e pão no mercado.","388. Abbiamo comprato frutta, verdura e pane al mercato.  ",0
389,"389. A moça toma banho, se seca e se penteia.","389. La ragazza fa la doccia, si asciuga e si pettina.  ",0
390,"390. O mar está calmo, azul e cheio de barcos.","390. Il mare è calmo, blu e pieno di barche.  ",0
391,391. Os jovens leem um livro e conversam com o professor.,391. I ragazzi leggono un libro e parlano con l’insegnante.  ,0
392,"392. Na gaveta há tesouras, canetas e borrachas.","392. Nel cassetto ci sono forbici, penne e gomme.  ",0
393,393. O pai dirige o carro pela estrada da montanha.,393. Il papà guida la macchina lungo la strada di montagna.  ,0
394,394. O restaurante oferece pratos típicos e um ambiente acolhedor.,394. Il ristorante offre piatti tipici e un ambiente accogliente.  ,0
395,395. O sol se põe atrás das montanhas.,395. Il sole tramonta dietro le montagne.  ,0
396,396. A criança brinca com o trenzinho e ri feliz.,396. Il bambino gioca con il trenino e ride felice.  ,0
397,397. A mãe limpa a casa enquanto ouve rádio.,397. La mamma pulisce la casa mentre ascolta la radio.  ,0
398,398. Os avós sentam no sofá e assistem à televisão.,398. I nonni siedono sul divano e guardano la televisione.  ,0
399,"399. O bolo é doce, macio e decorado com frutas frescas.","399. La torta è dolce, soffice e decorata con frutta fresca.  ",0
400,400. No pátio há um balanço e uma bicicleta.,400. Nel cortile c’è un altalena e una bicicletta.  ,0
401,401. O cozinheiro mistura os ingredientes na tigela.,401. Il cuoco mescola gli ingredienti nella ciotola.  ,0
402,402. A paisagem do terraço é fantástica.,402. Il panorama dalla terrazza è fantastico.  ,0
403,403. O rapaz usa óculos e lê uma história em quadrinhos.,403. Il ragazzo porta gli occhiali e legge un fumetto.  ,0
404,404. A professora escreve no quadro com giz.,404. La professoressa scrive alla lavagna con il gesso.  ,0
405,405. No parquinho há escorregadores e balanços.,405. Al parco giochi ci sono scivoli e altalene.  ,0
406,406. Marta telefona para a amiga para convidá-la para jantar.,406. Marta telefona alla sua amica per invitarla a cena.  ,0
407,407. A loja fecha às oito da noite.,407. Il negozio chiude alle otto di sera.  ,0
408,408. O menino lancha no jardim.,408. Il bambino mangia la merenda nel giardino.  ,0
409,409. Os rapazes pegam o ônibus para ir à escola.,409. I ragazzi prendono l’autobus per andare a scuola.  ,0
410,410. O livro é interessante e bem escrito.,410. Il libro è interessante e scritto bene.  ,0
411,411. O cachorro segue o dono pelo caminho.,411. Il cane segue il padrone lungo il sentiero.  ,0
412,412. O filme começa às nove da noite.,412. Il film comincia alle nove di sera.  ,0
413,"413. O quarto está arrumado, limpo e iluminado.","413. La camera è ordinata, pulita e luminosa.  ",0
414,414. O sol aquece o rosto enquanto caminho.,414. Il sole scalda il viso mentre cammino.  ,0
415,415. A menina desenha com lápis de cor.,415. La bambina disegna con i pastelli colorati.  ,0
416,416. Os pais leem o jornal enquanto as crianças brincam.,416. I genitori leggono il giornale mentre i bambini giocano.  ,0
417,417. O outono traz folhas vermelhas e ar fresco.,417. L’autunno porta foglie rosse e aria fresca.  ,0
418,418. O gato se espreguiça e dorme no tapete.,418. Il gatto si stira e dorme sul tappeto.  ,0
419,419. Eu escrevi um conto curto para a escola.,419. Ho scritto un racconto breve per la scuola.  ,0
420,420. O avião decola do aeroporto internacional.,420. L’aereo decolla dal aeroporto internazionale.  ,0
421,421. Nós fotografamos o pôr do sol na praia.,421. Abbiamo fotografato il tramonto in spiaggia.  ,0
422,422. A aula terminou e todos voltam para casa.,422. La lezione è finita e tutti tornano a casa.  ,0
423,423. O vento move as cortinas da janela.,423. Il vento muove le tende della finestra.  ,0
424,424. O livro está no criado-mudo ao lado da cama.,424. Il libro è sul comodino vicino al letto.  ,0
425,425. A mamãe prepara o chá e os biscoitos.,425. La mamma prepara il tè e i biscotti.  ,0
426,426. O papai monta a estante nova.,426. Il papà monta la libreria nuova.  ,0
427,427. As crianças ouvem música com fones de ouvido.,427. I bambini ascoltano la musica con le cuffie.  ,0
428,428. O trem passa em frente à estação.,428. Il treno passa davanti alla stazione.  ,0
429,429. Marta pinta uma paisagem na tela.,429. Marta dipinge un paesaggio su tela.  ,0
430,430. O menino procura seu brinquedo preferido.,430. Il bambino cerca il suo giocattolo preferito.  ,0
431,431. O sol brilha no céu azul.,431. Il sole brilla nel cielo azzurro.  ,0
432,432. A professora corrige as lições de casa.,432. La professoressa corregge i compiti a casa.  ,0
433,433. O gato sobe no móvel.,433. Il gatto si arrampica sul mobile.  ,0
434,434. O supermercado vende pão fresco todas as manhãs.,434. Il supermercato vende pane fresco ogni mattina.  ,0
435,435. O livro fala sobre viagens e aventuras na África.,435. Il libro parla di viaggi e avventure in Africa.  ,0
436,436. O rapaz arruma seu quarto.,436. Il ragazzo sistema la sua stanza.  ,0
437,437. As crianças brincam de esconde-esconde.,437. I bambini giocano a nascondino.  ,0
438,438. O cachorro cava no jardim.,438. Il cane scava nel giardino.  ,0
439,439. O garçom serve o jantar com um sorriso.,439. Il cameriere serve la cena con un sorriso.  ,0
440,440. A geladeira está cheia de comida.,440. Il frigorifero è pieno di cibo.  ,0
441,441. O menino fecha a porta e se senta.,441. Il bambino chiude la porta e si siede.  ,0
442,442. O professor entra na sala com uma pasta.,442. Il professore entra in aula con una cartella.  ,0
443,443. A sala está cheia de estudantes.,443. L’aula è piena di studenti.  ,0
444,444. O bonde corre rápido pelas ruas da cidade.,444. Il tram corre veloce per le strade della città.  ,0
445,445. O sorvete é de morango e chocolate.,445. Il gelato è alla fragola e al cioccolato.  ,0
446,446. Marta assiste televisão no sofá.,446. Marta guarda la televisione sul divano.  ,0
447,447. O céu está estrelado e tranquilo.,447. Il cielo è stellato e tranquillo.  ,0
448,448. A menina ri e pula de alegria.,448. La bambina ride e salta con gioia.  ,0
449,449. O papai lê um livro enquanto chove.,449. Il papà legge un libro mentre piove.  ,0
450,450. As crianças constroem castelos de areia na praia e recolhem conchas.,450. I bambini costruiscono castelli di sabbia sulla spiaggia e raccolgono conchiglie.,0
451,451. O gato segue a luz do sol e se deita perto da janela.,451. Il gatto segue la luce del sole e si sdraia vicino alla finestra.  ,0
452,452. As crianças escrevem uma história juntas e a ilustram com desenhos coloridos.,452. I bambini scrivono una storia insieme e la illustrano con disegni colorati.  ,0
453,"453. O trem atravessa o campo, passando por colinas verdes e vilarejos pitorescos.","453. Il treno attraversa la campagna, passando tra colline verdi e villaggi pittoreschi.  ",0
454,454. A moça pratica no piano e experimenta uma nova melodia.,454. La ragazza si esercita al pianoforte e prova una nuova melodia.  ,0
455,"455. O mercado está cheio de gente comprando frutas, verduras e especiarias.","455. Il mercato è affollato di gente che compra frutta, verdura e spezie.  ",0
456,"456. A família janta junta todas as noites, contando o dia com alegria.","456. La famiglia cena insieme ogni sera, raccontando la giornata con allegria.  ",0
457,"457. O parquinho está cheio de crianças que correm, riem e se divertem.","457. Il parco giochi è pieno di bambini che corrono, ridono e si divertono.  ",0
458,458. A professora prepara uma prova de gramática para amanhã.,458. La professoressa prepara una verifica di grammatica per domani.  ,0
459,459. O menino acorda cedo e veste sua mochila para a escola.,459. Il bambino si sveglia presto e indossa il suo zaino per la scuola.  ,0
460,460. Na sala há uma estante cheia de romances e contos curtos.,460. Nel soggiorno c’è una libreria piena di romanzi e racconti brevi.  ,0
461,461. A mamãe estende as roupas na varanda enquanto canta uma canção.,461. La mamma stende i panni sul balcone mentre canta una canzone.  ,0
462,462. Os rapazes caminham ao longo do rio e fotografam a natureza.,462. I ragazzi camminano lungo il fiume e fotografano la natura.  ,0
463,463. O sol ilumina o quarto através das cortinas leves.,463. Il sole illumina la stanza attraverso le tende leggere.  ,0
464,"464. O papai prepara um café da manhã com torradas, geleia e suco de laranja.","464. Il papà prepara una colazione con toast, marmellata e succo d’arancia.  ",0
465,465. O gato observa os pássaros da janela e mexe o rabo.,465. Il gatto osserva gli uccelli dal davanzale e muove la coda.  ,0
466,466. Os estudantes estudam para o exame final com grande concentração.,466. Gli studenti studiano per l’esame finale con grande concentrazione.  ,0
467,"467. No jardim florescem tulipas, rosas e girassóis.","467. Nel giardino sbocciano tulipani, rose e girasoli.  ",0
468,468. O vovô conserta a bicicleta do neto com paciência.,468. Il nonno aggiusta la bicicletta del nipote con pazienza.  ,0
469,469. A menina escreve uma carta para sua amiga na montanha.,469. La bambina scrive una lettera alla sua amica in montagna.  ,0
470,470. O filme de ação está cheio de reviravoltas e efeitos especiais.,470. Il film d’azione è pieno di colpi di scena e effetti speciali.  ,0
471,"471. O lanche está pronto: pão, creme de avelã e suco de fruta.","471. La merenda è pronta: pane, crema di nocciole e succo di frutta.  ",0
472,472. As crianças leem contos de fadas debaixo das cobertas antes de dormir.,472. I bambini leggono fiabe sotto le coperte prima di dormire.  ,0
473,473. O lago reflete as montanhas e as árvores ao redor.,473. Il lago riflette le montagne e gli alberi circostanti.  ,0
474,474. A mamãe compra o detergente e os produtos de limpeza.,474. La mamma compra il detersivo e i prodotti per la pulizia.  ,0
475,475. O rapaz sobe na bicicleta e pedala até o parque.,475. Il ragazzo sale sulla bici e pedala fino al parco.  ,0
476,476. O sorvete derrete ao sol e pinga no cone.,476. Il gelato si scioglie al sole e gocciola sul cono.  ,0
477,477. O professor prepara os boletins para o fim do trimestre.,477. L’insegnante prepara le pagelle per il fine trimestre.  ,0
478,478. As crianças fazem bonecos de neve no jardim nevado.,478. I bambini creano pupazzi di neve nel giardino innevato.  ,0
479,479. A biblioteca tem novos livros disponíveis para empréstimo.,479. La biblioteca ha nuovi libri disponibili per il prestito.  ,0
480,480. A moça arruma o quarto e organiza as roupas.,480. La ragazza sistema la sua stanza e mette in ordine i vestiti.  ,0
481,481. O café está pronto e o aroma enche a cozinha.,481. Il caffè è pronto e l’aroma riempie la cucina.  ,0
482,482. O papai leva o cachorro para passear no bairro.,482. Il papà porta il cane a spasso nel quartiere.  ,0
483,483. A menina acende uma lanterna e olha para o céu noturno.,483. La bambina accende una lanterna e guarda il cielo notturno.  ,0
484,484. Os rapazes cantam uma canção durante a viagem de ônibus.,484. I ragazzi cantano una canzone durante il viaggio in autobus.  ,0
485,"485. O jantar está servido: lasanha, salada e torta de frutas.","485. La cena è servita: lasagne, insalata e crostata di frutta.  ",0
486,486. O gato brinca com um novelo no tapete.,486. Il gatto gioca con un gomitolo sul tappeto.  ,0
487,487. A vovó conta uma fábula aos netos antes de dormir.,487. La nonna racconta una favola ai nipoti prima di dormire.  ,0
488,488. O rapaz veste uma jaqueta e sai para encontrar os amigos.,488. Il ragazzo indossa una giacca e esce per incontrare gli amici.  ,0
489,"489. A mesa está posta com pratos, copos e talheres coloridos.","489. La tavola è apparecchiata con piatti, bicchieri e posate colorate.  ",0
490,490. As crianças pulam nas poças depois da chuva.,490. I bambini saltano sulle pozzanghere dopo la pioggia.  ,0
491,491. O sol nasce lentamente atrás das colinas.,491. Il sole sorge lentamente dietro le colline.  ,0
492,492. Marta lê uma revista enquanto bebe chá quente.,492. Marta legge una rivista mentre beve il tè caldo.  ,0
493,493. O professor corrige os erros nos deveres com atenção.,493. Il professore corregge gli errori nei compiti con attenzione.  ,0
494,494. O menino pinta um arco-íris com tintas guache.,494. Il bambino dipinge un arcobaleno con i colori a tempera.  ,0
495,495. A escola está fechada para as férias de verão.,495. La scuola è chiusa per le vacanze estive.  ,0
496,496. O papai planta flores no jardim com o filho.,496. Il papà pianta fiori in giardino con il figlio.  ,0
497,497. Os rapazes jogam vôlei na praia.,497. I ragazzi giocano a pallavolo sulla spiaggia.  ,0
498,498. A mamãe assa o pão e o deixa esfriar na mesa.,498. La mamma cuoce il pane e lo lascia raffreddare sul tavolo.  ,0
499,499. Os avós levam os netos ao parque todo sábado.,499. I nonni portano i nipoti al parco ogni sabato.  ,0
500,500. A fonte jorra água fresca e relaxante na praça central.,500. La fontana spruzza acqua fresca e rilassante nella piazza centrale.,0
501,"501. Então, se vocês estiverem prontos, podemos começar a reunião.","501. Allora, se siete pronti, possiamo iniziare con la riunione.",0
502,502. Ainda há muito caminho a percorrer antes de chegar ao sucesso.,502. C'è ancora molta strada da fare prima di arrivare al successo.,0
503,503. Onde vocês colocaram as chaves que minha mãe deixou?,503. Dove avete messo le chiavi che mia madre ha lasciato?,0
